192.7,216.32,205.32,218.44,226.46,228.74,234.15,223.67,224.08,218.48,226.61
1.5082,1.4857,1.6204,1.5228,1.4822,1.3941,1.4901,1.4839,1.464,1.5083,1.5501
1.659,1.3627,1.9279,1.469,1.2453,0.99517,1.2976,1.3145,1.2535,1.3469,1.5023
0.0013457,0.0017454,0.0013456,0.0014415,0.0017153,0.0018717,0.0018713,0.0020485,0.0018305,0.0020642,0.0022005
71.799,44.471,44.297,47.62,35.741,31.788,33.347,29.801,30.501,26.289,26.582
0.86584,0.89991,0.90718,0.90769,0.91993,0.9299,0.92966,0.93395,0.93436,0.93838,0.94022
0.27067,0.30424,0.29679,0.29611,0.31664,0.32406,0.32136,0.33065,0.32592,0.34028,0.33848
0.0059035,0.0055044,0.0058603,0.0060003,0.0055433,0.005522,0.0058947,0.0054997,0.0056817,0.0053755,0.0055248
10.377,9.9448,10.09,10.133,9.8645,9.797,9.8297,9.7276,9.7873,9.6252,9.6347
0.065293,0.054201,0.058294,0.063032,0.054492,0.055378,0.057848,0.055072,0.056761,0.052074,0.054267
6.2755,5.0004,5.003,5.2019,4.524,4.3026,4.3929,4.1532,4.2128,3.9217,3.957
0.94855,0.93642,0.94415,0.93945,0.9334,0.93119,0.93125,0.92868,0.93138,0.92456,0.92468
1.2513,1.3292,1.2792,1.3153,1.353,1.3907,1.3909,1.3957,1.3776,1.4371,1.4449
0.02052,0.02263,0.020985,0.020333,0.022364,0.021827,0.021498,0.022738,0.021635,0.022194,0.022242
0.87371,0.8468,0.86392,0.85348,0.84034,0.83608,0.83604,0.83037,0.83636,0.82176,0.82221
0.92943,0.91198,0.92291,0.91571,0.907,0.90123,0.9016,0.89905,0.90249,0.89186,0.89112
0.035765,0.020558,0.020158,0.028704,0.027008,0.033281,0.01497,0.026454,0.027504,0.030489,0.024344
909.76,789.88,863.52,914.63,781.35,793.3,882.55,784.33,829.47,751.4,793.23
1078.1,951.56,1061.8,1124.4,994.3,989.25,1105.9,1005.4,1057.6,969.54,1024.1
0.02114,0.015783,0.018047,0.021033,0.014855,0.015526,0.014844,0.014836,0.016016,0.017481,0.015301
2.7737e-05,2.5173e-05,2.5749e-05,2.6986e-05,2.4588e-05,2.3933e-05,2.0352e-05,2.4617e-05,2.3581e-05,2.8611e-05,2.3931e-05
0.66683,0.6159,0.62579,0.61763,0.60239,0.57811,0.58939,0.57247,0.56728,0.56887,0.54102
31.155,64.615,42.934,46.502,81.604,85.35,84.254,99.42,95.637,119.88,141.31
0.019568,0.021135,0.020649,0.019754,0.021842,0.020862,0.020836,0.021392,0.021114,0.021969,0.021682
0.030141,0.01734,0.017987,0.023483,0.022334,0.024648,0.012018,0.022504,0.023058,0.024226,0.020869
872.06,754.02,821.03,869.31,737.63,752.96,837.62,739.29,786.63,708.41,749.21
0.067074,0.041195,0.03421,0.06435,0.059328,0.11033,0.038121,0.056172,0.056787,0.080817,0.048364
0.41372,0.35423,0.36597,0.35529,0.33977,0.31512,0.32604,0.30824,0.30366,0.30276,0.27998
0.43466,0.35648,0.37081,0.36773,0.32495,0.31212,0.31861,0.28674,0.29125,0.26842,0.26904
0.011184,0.007745,0.0075024,0.0078594,0.0088858,0.009786,0.0066317,0.0080565,0.0063547,0.007458,0.0084043
980.15,925.91,931.4,982.25,815.79,893.01,954.88,889.59,959.93,863.54,904.47
0.0043158,0.00356,0.0035495,0.0037981,0.0039306,0.0040229,0.0030319,0.0033244,0.0020621,0.0026469,0.0026785
653.25,574.62,569.18,587.83,476.83,505.53,549.29,505.73,541.83,489.59,479.57
3.4804,4.1169,2.2304,7.6333,5.977,14.091,4.8472,6.8199,6.8914,12.816,7.6574
11882,12158,17258,14101,21609,19646,21925,23289,24723,30320,31050
0.0010557,0.00049666,0.0010142,0.00059841,0.00041603,0.00043796,0.00039211,0.00047072,0.00039501,0.00037724,0.00031204
3.7837e-06,3.6146e-06,5.846e-06,3.5391e-06,5.1336e-06,5.4113e-06,4.3875e-06,6.8192e-06,5.1045e-06,7.0307e-06,7.2378e-06
0.0034621,0.0040663,0.004552,0.0045583,0.004828,0.0053857,0.0054939,0.0056539,0.0060302,0.0064631,0.0062442
0.60499,0.42443,0.40737,0.42933,0.34794,0.32571,0.31644,0.29856,0.29221,0.26585,0.26737
0.34392,0.35469,0.28615,0.25991,0.3082,0.27057,0.22814,0.26374,0.22871,0.24623,0.23727
3368.4,2332.3,2373.9,2488.2,1932.5,1770.9,1912.1,1651.1,1670.7,1409.2,1494.7
4.1188,4.5212,5.2043,5.4955,5.5058,6.0071,6.6015,6.5779,6.9993,6.854,7.1958
