147.74,202.55,168.06,188.44,196.66,138.75,152.33,171.71,144.42,155.53,154.85
0.7309,0.76729,0.22282,0.54378,0.56332,-0.12487,0.45833,0.32623,-0.0009968,-0.12441,-0.21362
0.24017,0.21599,-0.2563,-0.088509,-0.057986,-0.14827,0.0060715,-0.4506,-0.38295,-0.3996,-0.31365
0.00058139,0.00064259,0.00064763,0.000647,0.00066814,0.00074294,0.00070129,0.00073749,0.00070514,0.00073733,0.00071281
423.16,420.62,371.03,354.6,317.32,310.92,289.41,294.07,253.84,282.09,284.07
0.2924,0.35654,0.34087,0.44561,0.45084,0.49584,0.50592,0.49769,0.54387,0.48671,0.49031
0.12372,0.12993,0.13256,0.13301,0.14102,0.15159,0.14528,0.14904,0.14941,0.14851,0.15091
0.0074159,0.0076333,0.0074578,0.0076447,0.0070723,0.0077112,0.0072564,0.0071778,0.0074301,0.00717,0.007209
10.941,10.858,10.811,10.842,10.78,10.693,10.738,10.713,10.716,10.666,10.701
0.072542,0.079039,0.068668,0.077217,0.070033,0.074541,0.071747,0.071327,0.067293,0.066096,0.067159
16.448,16.118,15.408,14.984,14.027,13.784,13.488,13.494,12.57,13.304,13.255
0.99171,0.9903,0.98706,0.99072,0.99094,0.98397,0.987,0.98566,0.98823,0.98711,0.98767
1.0332,1.0404,1.0534,1.0371,1.0378,1.0657,1.0553,1.059,1.0471,1.0516,1.0493
0.017772,0.018044,0.018728,0.018058,0.018309,0.018131,0.018633,0.018587,0.018387,0.019388,0.018922
0.97813,0.97459,0.9662,0.97556,0.97626,0.95829,0.96617,0.9626,0.96909,0.96622,0.96766
0.98906,0.98694,0.98275,0.98778,0.98778,0.97879,0.98239,0.98095,0.98454,0.98311,0.98382
0.022989,0.025202,0.023378,0.024231,0.024138,0.023649,0.022678,0.02333,0.02272,0.023375,0.022983
1294.5,1339.4,1247.9,1356.6,1232.5,1303.1,1258.1,1239.8,1213.2,1205.5,1169.9
1328.1,1413.8,1304.3,1413.6,1268.3,1377.2,1311.2,1296.8,1267.8,1246.4,1214.2
0.11232,0.089797,0.091921,0.11892,0.084937,0.088097,0.08759,0.082559,0.11579,0.12099,0.10879
7.3673e-05,6.3883e-05,6.6216e-05,7.4756e-05,6.5095e-05,6.2301e-05,6.5974e-05,6.4829e-05,7.6348e-05,8.2972e-05,8.0394e-05
0.89659,0.87586,0.86532,0.89863,0.88352,0.8428,0.87443,0.85947,0.85971,0.83699,0.85077
1.462,1.6723,1.7943,1.5761,1.6133,2.1818,1.8736,2.0706,1.8046,1.929,1.9647
0.018313,0.018481,0.019102,0.017663,0.018284,0.018549,0.019421,0.018201,0.018959,0.019432,0.019862
0.022055,0.024791,0.022269,0.023889,0.02365,0.02282,0.021582,0.02215,0.021657,0.022234,0.021574
1286.1,1321.4,1233.9,1342.4,1223.6,1284.6,1244.9,1225.6,1199.5,1195.3,1158.9
0.026722,0.026846,0.02782,0.025598,0.027708,0.028596,0.027134,0.028063,0.026972,0.027937,0.028622
0.76246,0.72428,0.70475,0.76819,0.73847,0.66751,0.72553,0.69522,0.69454,0.65463,0.67903
0.87204,0.83491,0.81776,0.85981,0.84579,0.77103,0.81308,0.79439,0.81308,0.78972,0.79439
0.015183,0.021865,0.01401,0.020204,0.014541,0.012403,0.013695,0.012845,0.013067,0.012526,0.01251
1319,1282.6,1260.5,1373.1,1268.1,1370.6,1311.5,1305.8,1220.3,1292.3,1222.7
0.0092797,0.015541,0.0065207,0.01411,0.0072544,0.0041209,0.0065372,0.0051623,0.0054621,0.0044117,0.0047005
1204.3,1090.7,1103,1262.5,1144.2,1212.8,1181.3,1149.6,1051.2,1142.2,1070.7
0.062964,0.047935,0.076071,0.044761,0.071178,0.093734,0.076658,0.088657,0.077417,0.089219,0.090045
1826.8,2452.3,2192,2191.9,1872.9,2725,2139.7,2166.2,2144,2030.3,2060.1
0.08127,0.069769,0.065284,0.066413,0.074,0.050772,0.057882,0.039318,0.059202,0.069568,0.05576
5.9554e-05,6.4157e-05,5.7539e-05,5.0894e-05,6.3509e-05,4.9428e-05,5.1494e-05,3.9374e-05,5.7945e-05,5.7868e-05,5.5243e-05
0.026259,0.026444,0.026328,0.027774,0.029896,0.032727,0.030578,0.030846,0.032537,0.028875,0.029738
1.7286,1.6986,1.5874,1.5815,1.4349,1.3386,1.3834,1.3746,1.2522,1.3608,1.3144
0.026645,0.024453,0.026248,0.022569,0.024403,0.020536,0.023184,0.024128,0.022631,0.024382,0.026015
15191,15244,13155,13974,11999,11588,11446,11432,9803.8,10931,10569
35.286,38.392,33.623,40.943,40.111,44.799,41.634,41.655,40.123,36.606,37.467
